username,rating,review_text,date,likes,comments,viewing_type,user_liked
oddeyecirclee,3,Holy buttcheeks,2025-10-07,0,0,rewatch,False
gemariahl,4,"This was supposed to be a comedy but ended up being pure nonsense. The jokes were forced, the story was ridiculous, and it was exhausting to watch. Easily one of Vice Ganda’s weakest.",2025-09-29T06:29:56.199Z,0,0,watch,False
chunminxxx,7,ok lang funny parin,2025-09-22,0,0,watch,True
hksn_ll,8,first cinema experience,2014-12-25,0,0,watch,True
reiaiaiaiaia,10,Minsan napapaisip mama ko kung bading ako kzi ang hilig ko manood ng movies ni vice,2025-09-19,0,0,watch,False
ghail,4,ang pogi mo sir chief,2025-09-05,0,0,rewatch,False
elzdnse,,cinephile ka ba talaga kung di mo comfort movie to,2025-09-01,0,0,rewatch,False
lo0rem,,push mue yurn!,2025-08-28,0,0,rewatch,False
b6idou,,#boompanes,2025-08-26,0,0,watch,False
persephone21,6,the amount of tiktok memes this film has,2025-08-25,0,0,watch,False
weicu,4,lahat ng pambahay fits ni bimby ay outfit inspo ko as a 19 yo andrgynous girlboysir chief na naka sleeveless 10/10,2025-08-21,0,0,watch,False
lieberhers,2,para lang akong tinarantado HAHAHAHA enjoyed this way more than i expected parang school project na may budget at tropa yung prof,2025-08-19,0,0,watch,False
brie_pov,8,ang borap talaga ni richard yap lalo na nung nag white sando nalang sha hahahahahahaahwh TITIKMANNNNNNN,2025-08-09,0,0,rewatch,True
ehshsjaja,10,"Mr. Chief, what’re you doing here?",2025-07-28,0,0,watch,True
jusiopao,5,Not as enticing as the first one. The film lost it's essence and just became a cash grab for the title.,2014-11-29,0,0,watch,False
cielocute,5,hahaah mga batang 2000s lng nakakagests...,2025-07-18,0,0,rewatch,False
coolverynini,2,lauf,2025-07-25,0,0,watch,False
dndrhi,7,kainis ang LT hahahahah,2024-07-29,0,0,rewatch,True
iovemiller,7,tangina ang gwapo mo Richard Yap!,2025-07-24,0,0,rewatch,False
daniduchie,8,Still funny and the nostalgia back when i was a kid i miss it so much💔,2025-07-22,0,0,rewatch,True
thorofficial,4,hindi ko rin alam bakit pinanood namin itong sequel,2025-07-15,0,0,watch,False
fordaart,3,"Nonsensical. Messy. Parodic.Mas interesting yung story nung first movie. Umikot lang talaga yung kwento sa pagconvinced kay Bimbee about bombs. Wala masyadong naglaland na jokes. Ang gulo rin minsan ng transition. May mga eksena na biglang magiiba and walang context sa previous na eksena. Yung ending, bakit ganon. Ginawang video games yung paglalaban. Out of context din na naging just dance yung pagpigil ng pagsabog ng bomba. Wala masyadong character development. Narealized ni Benjie pagkakamali then okay na ulit lahat. Tsaka yung opening, ang random ng plants vs. zombies. Nagstick na lang sana sa paggamit nung mga weapons.",2023-01-04,0,0,watch,False
maximuswhut,2,The ultimate definition of a sequel we never needed.,2024-12-28,0,0,watch,False
lucillelured,8,the fan shooting sparks is kinda a vibe. i need that,2025-07-16,0,0,watch,True
inilikhasatala,6,i love d ending scene,2025-07-15T16:48:20.288Z,0,0,watch,False
st4rlin,8,my childhood comfort film,2025-07-14,1,0,watch,False
