username,date,review_text,rating,source
poof_,,"cinematic mastapiece, this is peak cinema. it all goes downhil from here",200.0,ltbx
kielizabiegail,,Corny,20.0,ltbx
antonioagregado,,Just logging this,200.0,ltbx
jojokuneho,,the beginning of vice ganda's box office dominance.mabuhay ang mga baklaaaaaaa,80.0,ltbx
ellexbee,,comedic gold that isn’t just a meme compilation,120.0,ltbx
jessiahannah,,"didn’t age well. it was a bad idea to watch this after ang tanging ina. also, ngayon ko lang napansin ‘yung lalaking bigla na lang sumulpot sa squad nila benjamin. this further supports the fact that the world ended in 2012 and we’ve been living in a simulation ever since!!!! chz",,ltbx
markbumanlag,,Ano 'yun?,20.0,ltbx
brittanyshots,,"Benjamin Santos: Filipino Mulan, beauty queen, war hero, gay spider, among others",200.0,ltbx
moviegrande,,"Not to be confused by the Goldie Hawn movie, ""Praybeyt Benjamin"" (or the Unkabogable Praybeyt Benjamin) is a Filipino comedy starring one of the Philippines most famous personalities. Directed by Wenn V. Deramas who pretty much pumps out films year after year of the same quality. To make everything clear, this is not a good movie but is enjoyable enough that its watchable at least. Vice Ganda who is funny in his Pinoy variety show ""Its Showtime"", is not as funny here, which I expected since the reason he's funny in his show is because its improv, but here it feels forced and plain corny. The thing about these movies that you know its bad but it has a sense that the people making it were just having the time of their lives. There are way more jokes that miss than hit but you can laugh at how bad a joke really is.Overall, This is regular pinoy fare that everyone gobbles up because 1.) its a comedy, 2.) Its all good vibes, and 3.) Vice Ganda is in it. Fun Fact: When this came out it was the highest grossing film of the Philippines, which really tells you a lot about the state of films in the Philippines.",100.0,ltbx
rwjRq0L4,,"Thanks to Vice Ganda & NikkiValdez's performances, the movie was saved from its bad plot, bad special effects and bad action scenes",50.0,rt
Z61XKYam,,"A comedy movie with top laugh! The Horse (V. Ganda) lead the pic, with a worthy mocking and spoofing...",60.0,rt
lKd0bzGq,,A Filipino spoof of Mulan with a laughing twist.,60.0,rt
rL7aXkMJ,,"A movie loosely based on Disney's Mulan wherein the main protagonist takes his father's place in the army (but, instead of being a woman, a male homosexual in the movie). As a piece of Story-telling material it is honestly a pretty abhorrent film - with the entire premise of the film focusing only on Comedy and purely comedy with the expense of the story.",40.0,rt
ZBwBVMD4,,Watching grass grow would've made me laugh more than watching this film. I am really confused how this became a box office hit.,10.0,rt
ZvkAwp24,,I really don't find this movie very funny. So that is why I am confused on to how it became the top grosser in Filipino Movies.,10.0,rt
ldgbQNxd,,"A funny and comedy movie that will surely tickle your laughter side up to the end of the movie with all the comedy antics and hilarious punchlines of Vice Ganda in his second topbill movie after Petrang Kabayo. Though, I find Petra funnier than Praybeyt Benjamin, this movie stands on its own for having unique story, casts, theme and of course comedy scenes! Though some say the comedic punchlines of Vice is predictable and very ""Showtime"", this movie is still good for anyone who wants to cheer up and of course to have a good loud laugh!",70.0,rt
ZBwnD7gN,,"If I were to choose between watching this film and buying a cheeseburger at the same price, there's no doubt, I'd go cheeseburger .",10.0,rt
lo9VAkB1,,"This movie was such a laugh-out-loud experience the first time I watched it; not so much the second time. Still, itâ(TM)s a movie I would easily choose to re-watch over most local comedies today if ever I should need a pick-me-up movie in the future.",60.0,rt
rXJpoe1b,,"Not as great as it was made out to be by the media. It had its funny moments, but not the rolling on the floor type of laughter reviews I read about it made it out to be.",60.0,rt
yn7dOApQ,,Another time killer film from Star Cinema.,40.0,rt
l71eaXRO,,"It's the funniest Filipino film of 2011. The lack of realism is a factor, however, and too much promotion of homosexuality is not much of a liking.",60.0,rt
rL7Ewnba,,"The funniest Filipino movie of the year, Vice Ganda proved that sheâ(TM)s/heâ(TM)s/itâ(TM)s even â~unkabogableâ(TM) in box office industry. But giggles are accompanied by overacting performances, unnecessary things and cornier-than-popcorn scenes (especially scenes that make you cover your faces!). The story is new to the Filipino screens but not to â~Mulanâ(TM) (Disney) herself.",40.0,rt
loJ3G8Ep,,"This movie don't make sense, Really Stupid. Definitely will not recommend it SUCKS! .",10.0,rt
rADQbbj0,,sobrang kulet lang =),70.0,rt
y8xWnqpR,,"There is nothing spectacular about this movie but you will surely have a good laugh that's for sure. Aside from the comedy angle, the movie tries to be socially relevant by tackling the issue of gays in the family and in the military however, they just introduced it but had no follow through, the issue was kinda left hanging and was overshadowed by the jokes and killer lines of Vice Ganda. 3 stars for touching the funny side in me.",60.0,rt
l4qEGn4n,,Value for money. The usual problem I experience with pinoy comedy movies is they tend to sacrifice the story flow just to make people. It sucks when rhey do the traditional ''tanga'' character co it aint funny. But with this movie things are way different. There is no dull time and the moral lesson was clearly stated. SEXUAL PREFERENCE IS NOT A HINDRANCE TO SUCESS.,90.0,rt
lKmbODaV,,"Riding on the coattails of Vice Ganda's popularity and comedic antics, the movie is nothing but a two-hour display of comedy: punch line after punch line, with slapstick inserted every now and then. Forget the chance of a story, logic, or far-flung reality; just hold on for the fun hoping it wouldn't crash.",30.0,rt
yRGw5Jmq,,"Surprisingly funny, Filipinos know how to do comedy.",80.0,rt
